gene,logFC,logCPM,PValue,FDR
OVGP1,1.433548996,0.784468773,5.2E-09,3.85E-08
NOC2L,-0.354640084,7.039890385,5.25E-09,3.89E-08
TNFRSF19,-2.141706262,-0.428457719,5.29E-09,3.92E-08
EFEMP1,0.778079869,2.331796257,5.35E-09,3.96E-08
NUP153,-0.316221958,6.990362897,5.36E-09,3.97E-08
ZNF589,-0.335140568,6.162292535,5.41E-09,4.01E-08
NPHP3,0.422381258,4.601298866,5.46E-09,4.05E-08
ZNF784,-1.143586545,1.819316708,5.52E-09,4.08E-08
MAPK8IP1,-0.411303611,4.767208092,5.54E-09,0.000000041
RPL15,0.377924751,9.212490585,5.54E-09,0.000000041
ZMYM4,-0.32772768,6.515196033,5.56E-09,4.12E-08
SLFN12,-0.798235743,2.753225235,5.57E-09,4.12E-08
COL9A1,0.825137151,2.675704659,5.58E-09,4.12E-08
ANKRD36B,0.914149789,2.552598132,5.58E-09,4.12E-08
ANK1,-0.683694451,3.039730131,5.61E-09,4.15E-08
CEMP1,-0.754013872,3.040516782,5.63E-09,4.16E-08
SCN5A,-0.855611823,2.054373685,5.64E-09,4.17E-08
GLRX3,-0.372018578,6.2249888,5.66E-09,4.18E-08
FN3KRP,-0.545732372,3.787704208,5.66E-09,4.18E-08
ARRDC4,-0.582003013,3.41740696,5.68E-09,4.19E-08
COPS2,0.342660891,6.196020408,5.72E-09,4.22E-08
CSNK1E,0.315079146,7.335457312,5.83E-09,0.000000043
C19orf44,-0.429913879,5.099445714,5.85E-09,4.32E-08
QDPR,-0.419370948,4.80815163,5.86E-09,4.32E-08
TMED1,-0.563955288,3.841167031,5.86E-09,4.32E-08
UPF3B,0.387190216,5.107260087,5.9E-09,4.35E-08
SCD5,2.422558454,-0.738361386,5.92E-09,4.36E-08
SLC16A14,1.003462107,1.471620952,6.03E-09,4.44E-08
UTP3,-0.4071044,4.916338359,6.07E-09,4.47E-08
GOSR1,-0.381900507,5.252424358,6.08E-09,4.48E-08
GNAS,-0.293785728,9.124331382,6.12E-09,4.51E-08
GNAQ,-0.342997396,6.261071091,6.2E-09,4.57E-08
AC034102.1,-0.423447112,5.890474591,6.22E-09,4.58E-08
EXO5,-0.989226956,2.10558244,6.25E-09,0.000000046
MID1IP1,-0.351309653,6.142778952,6.25E-09,0.000000046
DGKH,0.476110304,4.257882019,6.28E-09,4.62E-08
LATS2,0.529616657,4.636462708,6.29E-09,4.62E-08
SV2B,1.907378426,0.153642458,6.32E-09,4.65E-08
EXD2,0.435530993,4.617443047,6.38E-09,4.69E-08
ZC3H13,0.327703912,6.738072656,6.44E-09,4.73E-08
ARHGEF9,0.468864889,4.626842888,6.49E-09,4.77E-08
CYP27B1,-1.022163285,1.962110242,6.51E-09,4.78E-08
MIER1,0.416929114,5.150677591,6.54E-09,0.000000048
LCTL,-0.501119458,4.427955927,6.56E-09,4.82E-08
GJA4,1.058940024,1.694418333,6.64E-09,4.88E-08
LIME1,-1.089033011,1.713965958,6.68E-09,4.91E-08
KMT5A,-0.500709207,3.913783638,6.7E-09,4.91E-08
GSTO2,0.677469083,3.627609305,6.71E-09,4.92E-08
RBP1,-0.65597239,2.848665296,6.74E-09,4.94E-08
UPK3BL1,0.523538707,3.901936484,6.82E-09,0.00000005
RNF103,-0.552484572,3.761540412,6.84E-09,5.01E-08
LRCH1,0.61695306,3.749387923,6.9E-09,5.05E-08
INTS4,0.401206765,4.890372245,6.91E-09,5.06E-08
GLCE,0.558094268,3.433670795,0.000000007,5.13E-08
DNAJA3,-0.379837616,5.616234039,7.02E-09,5.13E-08
ITPK1,-0.337446545,6.303978453,7.11E-09,0.000000052
ERRFI1,-0.346446744,6.220441472,7.11E-09,0.000000052
CELF2,-0.372101571,5.790624626,7.18E-09,5.25E-08
PDPK1,-0.515185141,5.401057383,7.21E-09,5.27E-08
HRH4,3.477517939,-1.458792175,7.28E-09,5.32E-08
MAPKAPK5,-0.350824736,5.662582651,7.36E-09,5.37E-08
DLK1,-1.642197487,0.273511268,7.37E-09,5.38E-08
IRF3,-0.426092036,5.578504938,7.38E-09,5.39E-08
KIAA1217,-0.452950708,4.234917549,7.42E-09,5.41E-08
CD53,-1.20648181,0.911126612,7.44E-09,5.43E-08
ZNF484,0.646985184,3.035456218,7.47E-09,5.45E-08
CLMN,0.732685503,2.799485605,7.53E-09,5.49E-08
METTL7A,-0.424582441,4.968792168,7.61E-09,5.55E-08
ECPAS,-0.320216741,7.918604483,7.67E-09,5.59E-08
ZDHHC13,0.45970903,4.502862887,7.7E-09,5.61E-08
LSM12,0.416140634,4.978346252,7.76E-09,5.65E-08
BST2,0.706062529,2.641434085,7.79E-09,5.67E-08
CBX4,-0.797874803,2.327349548,7.8E-09,5.67E-08
CASC3,0.319359655,6.815056134,7.82E-09,5.69E-08
RNF214,0.443691045,4.347329692,8.03E-09,5.84E-08
PPP1R14C,-0.921600149,2.352486303,8.04E-09,5.85E-08
JAZF1,0.51843204,3.829061796,8.08E-09,5.87E-08
SLBP,-0.376562263,5.256164721,8.17E-09,5.93E-08
KCNJ11,0.867433843,1.873468042,8.18E-09,5.94E-08
EP300,-0.397953503,7.283377059,8.2E-09,5.96E-08
MINDY4,-1.007321885,1.435721487,8.31E-09,6.03E-08
GPR37,0.53514539,3.896451253,8.4E-09,6.09E-08
CDC42BPB,-0.376269951,7.145648483,8.54E-09,6.19E-08
ARL6,0.718888063,3.118356642,8.56E-09,0.000000062
TRAPPC9,0.588238713,4.017486237,8.71E-09,6.31E-08
TGFB1I1,-0.791679315,2.825386661,8.73E-09,6.33E-08
NPPC,-1.076388911,1.268009325,8.74E-09,6.33E-08
SLC25A20,-1.042440728,1.87383526,8.82E-09,6.39E-08
IPO4,-0.336053589,6.375302981,8.84E-09,0.000000064
SGMS1,-0.484594783,4.027848348,8.97E-09,6.49E-08
R3HDM4,0.42050352,5.610247166,9.02E-09,6.52E-08
PNMA8C,1.35032364,0.82141397,9.04E-09,6.54E-08
HAUS2,-0.477921163,4.729228034,9.11E-09,6.59E-08
ZBED6,0.313381761,6.753144055,9.12E-09,6.59E-08
WDR18,-0.465561342,5.517439818,9.14E-09,6.61E-08
PHKA1,0.577250986,3.559585474,9.36E-09,6.76E-08
ZC3H11A,0.313166097,6.750406845,9.45E-09,6.83E-08
PP2D1,0.524030061,3.862767023,9.57E-09,6.91E-08
TMLHE,0.708270382,2.598492176,9.57E-09,6.91E-08
MAP4K4,-0.34972594,7.86237722,9.59E-09,6.92E-08
IMPDH2,0.309309863,7.497630195,9.67E-09,6.98E-08
SF3B1,0.294760573,8.509214631,9.68E-09,6.98E-08
LAP3,-0.384441468,5.715381812,9.73E-09,7.02E-08
PAK1IP1,-0.465564148,5.085545171,9.77E-09,7.05E-08
C16orf54,-0.807693576,2.419466406,9.9E-09,7.14E-08
ROCK1,0.328809249,6.609471882,9.99E-09,0.000000072
NIPAL3,-0.590987545,3.35862777,0.00000001,7.22E-08
PSMA5,-0.341220891,6.272669249,0.00000001,7.24E-08
CYC1,-0.369174104,5.986403117,1.02E-08,7.33E-08
ADGRG5,-0.829156837,2.440064104,1.02E-08,7.33E-08
XPR1,0.347024599,6.112579972,1.02E-08,7.34E-08
DLGAP4,-0.35748826,5.477387857,1.02E-08,7.37E-08
TRIM16L,0.79351995,2.425898101,1.03E-08,7.43E-08
PNRC1,-0.363278894,5.383772456,1.04E-08,7.52E-08
BMP7,0.629238093,3.461894668,1.05E-08,7.52E-08
C8orf48,-1.527124228,0.139518327,1.05E-08,7.53E-08
ARPC1B,-0.409385687,5.327961662,1.05E-08,7.54E-08
TFPI,0.593048388,3.523352655,1.05E-08,7.57E-08
PABPC1L2A,1.982595653,-0.268982091,1.05E-08,7.58E-08
BRK1,0.429338918,6.419911985,1.06E-08,7.61E-08
PSKH1,-0.454704337,4.627949155,1.06E-08,7.63E-08
PTDSS2,-0.436778776,5.144895225,1.06E-08,7.63E-08
ENTPD1,0.383348908,4.987346871,1.08E-08,7.75E-08
THAP11,-0.382654455,5.077129028,1.08E-08,7.75E-08
ST3GAL2,-0.397577074,5.169524586,1.08E-08,7.76E-08
YWHAH,-0.301824746,7.308822985,1.08E-08,7.78E-08
POSTN,-0.9887487,1.462545486,1.09E-08,7.81E-08
SOD2,-0.337662845,6.780092137,1.11E-08,7.93E-08
TEN1-CDK3,-0.588023495,3.566864298,1.11E-08,7.96E-08
RBM4B,-0.497250738,3.811555977,1.11E-08,7.96E-08
NSMAF,-0.431315674,4.45691427,1.12E-08,0.00000008
MAP4K2,0.607078843,4.042726553,1.12E-08,8.05E-08
ECM1,-1.491113204,1.049973735,1.12E-08,8.05E-08
MAGEF1,0.403191144,4.774319008,1.13E-08,8.07E-08
PHOX2B,-1.25368247,0.979351823,1.14E-08,8.15E-08
E4F1,-0.549156519,4.567740468,1.14E-08,8.18E-08
DBP,0.657188557,2.945354597,1.16E-08,8.27E-08
FBXO9,-0.460472759,4.702546307,1.16E-08,8.32E-08
PRRG1,0.740190951,3.320842284,1.17E-08,8.37E-08
MX1,-1.110318624,1.479188576,1.17E-08,8.39E-08
C2orf42,-0.606462903,3.231306181,1.18E-08,8.44E-08
CRYBG1,0.535562635,4.138612722,1.18E-08,8.44E-08
MEX3B,-0.429103213,4.619926289,1.19E-08,8.47E-08
AC010327.2,0.816016142,2.469790247,1.19E-08,8.47E-08
MFSD12,-0.379496229,5.641426244,1.19E-08,8.48E-08
PRRC2A,-0.300246601,8.370099923,1.19E-08,8.49E-08
DCTPP1,-0.509143676,4.986279668,1.19E-08,0.000000085
NT5E,-1.969303539,-0.141056988,0.000000012,8.56E-08
MATR3,0.30657751,8.945979793,1.21E-08,8.61E-08
PTPRE,1.509403723,0.310733295,1.24E-08,8.87E-08
HMMR,0.335167838,6.199188166,1.25E-08,8.94E-08
NNT,0.408178444,4.629529577,1.26E-08,8.99E-08
HMX3,4.324623155,-1.378889503,1.27E-08,9.03E-08
CISD2,-0.402791169,5.080233247,1.27E-08,9.03E-08
ITK,-5.2648354,-1.775567315,0.000000013,9.25E-08
RXRB,0.498059149,4.093855365,0.000000013,9.26E-08
TOPORS,-0.358260429,5.395212283,0.000000013,9.27E-08
TNRC6A,-0.336913395,6.657803942,0.000000013,9.29E-08
MCMBP,-0.320751833,6.49635271,1.31E-08,9.32E-08
TMEM116,0.685309758,2.81560524,1.31E-08,9.34E-08
PARP2,0.436959334,5.024382423,1.32E-08,9.39E-08
ZNF350,-0.727347373,2.774357442,1.32E-08,9.41E-08
IDH1,-0.290831776,8.597525791,1.33E-08,9.46E-08
RDH14,-0.53699041,3.650189407,1.33E-08,9.47E-08
FTL,-0.295661738,10.18123523,1.34E-08,9.51E-08
IDH3A,-0.472668503,4.665463627,1.35E-08,9.56E-08
LYAR,-0.446010241,5.036259261,1.35E-08,9.56E-08
B2M,0.400252778,6.026129393,1.35E-08,9.57E-08
SMPD4,-0.304234243,7.121134486,1.36E-08,9.65E-08
NUP93,0.308641204,6.901928705,1.37E-08,0.000000097
SHB,-0.550259176,3.598097172,1.37E-08,9.71E-08
RGS17,0.658410424,3.062635757,1.38E-08,9.79E-08
GSTCD,0.444893925,5.02322208,1.38E-08,9.82E-08
SEC22A,0.797819439,2.935755263,1.39E-08,9.88E-08
DGKI,-1.711135019,0.077513612,0.000000014,0.000000099
RNF121,-0.496568133,4.012980046,1.44E-08,0.000000102
RCN2,0.317858053,7.199936788,1.44E-08,0.000000102
MRFAP1,-0.300195604,7.787076221,1.45E-08,0.000000103
PLPP6,0.625961727,3.491975348,1.46E-08,0.000000104
AC107871.1,-0.455766693,5.253532291,1.49E-08,0.000000105
SLC35C1,-0.602435859,3.614162471,0.000000015,0.000000106
MINDY1,0.626752387,3.127788071,1.52E-08,0.000000108
IL16,0.865982878,1.954626445,1.53E-08,0.000000109
NRIP1,-0.484368794,3.868840129,1.55E-08,0.00000011
SCRIB,-0.334484587,6.525110662,1.57E-08,0.000000111
SPPL3,-0.363542105,5.397729516,1.57E-08,0.000000111
ZDHHC8,-0.465160759,4.641378433,1.57E-08,0.000000111
CNTF,-2.011949935,-0.531958535,1.57E-08,0.000000111
PYCR3,-0.613718672,3.002103974,1.58E-08,0.000000111
BRIP1,-0.531169511,4.792655904,1.59E-08,0.000000113
EIF3A,0.287039163,8.56920525,0.000000016,0.000000113
PCCB,0.356264351,5.737810474,0.000000016,0.000000113
CCDC122,1.033668102,1.728244139,0.000000016,0.000000113
FNDC3A,0.395147744,5.789152787,1.63E-08,0.000000115
PRSS27,-1.92327355,-0.101237349,1.63E-08,0.000000115
MSN,0.29552941,8.094422085,1.64E-08,0.000000116
SHOC1,2.888502013,-1.068787719,1.65E-08,0.000000116
COA4,-0.363677833,5.753067845,1.67E-08,0.000000118
YEATS4,0.504761146,4.439309251,1.67E-08,0.000000118
SMTN,0.537345161,3.612172495,1.68E-08,0.000000119
ZWILCH,-0.329060396,6.389199291,1.68E-08,0.000000119
HIVEP3,-1.284895003,1.04203467,1.69E-08,0.000000119
GRHPR,-0.351265632,5.45970921,1.69E-08,0.000000119
SPDYE3,-0.865923366,2.234171351,1.72E-08,0.000000121
PFAS,-0.353208297,7.065417563,1.74E-08,0.000000123
TTYH1,-0.446735348,4.203891487,1.74E-08,0.000000123
SNAPC5,0.439788054,4.817921383,1.75E-08,0.000000123
CACYBP,-0.334049078,6.394040203,1.75E-08,0.000000123
MFAP3,-0.518029068,3.667811528,1.76E-08,0.000000124
ADGRA3,-0.380081352,6.214647324,1.77E-08,0.000000124
SIAH2,-0.383593798,4.987899661,1.77E-08,0.000000125
UBXN8,-0.822413058,2.00983573,1.79E-08,0.000000126
CDK10,-0.409603111,4.776443393,1.79E-08,0.000000126
SCG5,0.798061457,2.39219056,0.000000018,0.000000127
CHADL,-0.864831464,1.791956858,1.82E-08,0.000000128
VGLL2,-1.567341694,0.63386906,1.82E-08,0.000000128
NVL,-0.477159976,5.038699165,1.83E-08,0.000000129
PRRT1,1.643777475,0.413184052,1.83E-08,0.000000129
SPTB,-0.602617848,3.489030289,1.84E-08,0.000000129
FOXN2,0.457507517,4.692844326,1.84E-08,0.000000129
MAMDC4,-0.56146857,3.940949639,1.84E-08,0.000000129
CEND1,-1.797918708,-0.016523897,1.87E-08,0.000000131
KCNS3,0.67386335,3.4804723,1.89E-08,0.000000132
ATP7A,0.802612232,2.953612722,1.91E-08,0.000000134
GOLIM4,-0.414671922,4.974497692,1.91E-08,0.000000134
ASAH1,0.373252631,5.835832763,1.92E-08,0.000000135
KCTD20,-0.372450202,5.164938842,1.92E-08,0.000000135
GUCA1A,1.140886095,1.585471037,1.97E-08,0.000000138
ESYT3,-0.744274792,2.599508542,1.97E-08,0.000000138
ARL13A,7.264474387,-2.084722861,0.00000002,0.00000014
GLO1,0.323170803,7.386091929,0.00000002,0.00000014
DNAJB2,0.540155654,4.745236919,0.00000002,0.000000141
ALOX12B,1.437460103,0.391915331,2.01E-08,0.000000141
EDF1,-0.416950964,6.009827046,2.03E-08,0.000000142
DMC1,1.112730856,1.142957689,2.03E-08,0.000000142
TAF1C,-0.393169556,5.644765817,2.07E-08,0.000000145
SEZ6,-1.494328787,0.63901183,2.07E-08,0.000000145
TLR4,-1.455728587,0.515817488,2.07E-08,0.000000145
IMPG2,-2.062050949,-0.296039672,2.08E-08,0.000000145
SRC,-0.443701871,4.628393018,2.09E-08,0.000000146
KHDRBS2,1.241678943,2.469780439,0.000000021,0.000000147
EXOSC10,-0.30735068,6.62176546,0.000000021,0.000000147
TBCB,-0.346670068,6.120114774,0.000000021,0.000000147
EDARADD,-0.871887878,2.378836406,2.14E-08,0.000000149
IER2,0.300735162,7.468508274,2.15E-08,0.00000015
AGA,-0.721122648,2.500481566,2.15E-08,0.00000015
SBNO1,0.36127656,6.60042806,2.16E-08,0.000000151
GPX4,-0.306527124,6.758652498,2.18E-08,0.000000152
TMED10,0.341075065,7.341039142,2.18E-08,0.000000153
TRRAP,-0.340652459,7.07559971,2.19E-08,0.000000153
ATP13A1,-0.353062042,6.051369694,0.000000022,0.000000153
PCP2,2.22885344,-0.608759981,0.000000022,0.000000154
FBXL19,-0.389763113,6.024299204,0.000000022,0.000000154
AJUBA,-0.403147777,5.533660596,2.22E-08,0.000000155
KIF24,-0.633555721,2.971782573,2.23E-08,0.000000156
MESP1,4.536299639,-1.654636704,2.23E-08,0.000000156
ACBD4,0.799844639,2.10389793,2.24E-08,0.000000156
DRAM1,-0.794824892,2.314811682,2.25E-08,0.000000157
MOXD1,0.948153249,1.528481631,2.25E-08,0.000000157
SLC12A8,-0.757836001,2.355209335,2.26E-08,0.000000157
SGIP1,1.445763097,0.458311113,2.26E-08,0.000000158
FAM217B,-0.555725835,3.395396124,2.27E-08,0.000000158
EMC3,-0.453416719,4.144586859,2.27E-08,0.000000158
BTBD11,0.619058964,3.476084842,2.31E-08,0.000000161
ANP32E,0.303773916,7.197194041,2.32E-08,0.000000162
ARAP2,-1.353007183,0.625283811,2.33E-08,0.000000162
SENP5,0.414275519,5.06855141,2.35E-08,0.000000164
HLF,2.019087709,0.105491619,2.37E-08,0.000000165
KRIT1,-0.398762007,4.647127657,2.38E-08,0.000000165
ITPKC,-0.6083576,3.348605125,0.000000024,0.000000167
NOL4L,0.422255171,4.572008241,0.000000024,0.000000167
PDZD4,-0.323440968,7.920817362,2.41E-08,0.000000167
RPN2,0.294060178,8.067777617,2.41E-08,0.000000168
FCHO2,0.596927477,3.833608666,2.42E-08,0.000000168
FAM95C,-0.939748031,1.888683779,2.46E-08,0.000000171
SNRNP70,-0.320061324,7.249950958,2.48E-08,0.000000172
THNSL1,0.776321668,2.710186832,2.48E-08,0.000000172
TMCO1,-0.401009139,5.260833708,2.48E-08,0.000000172
ATG2A,-0.401181889,5.168108859,2.49E-08,0.000000173
PIGY,0.456914462,4.155107718,2.52E-08,0.000000175
CPNE5,2.041232827,-0.468518813,2.52E-08,0.000000175
INMT-MINDY4,-0.978185478,1.408071941,2.52E-08,0.000000175
ANKS1B,0.798391016,2.523686195,2.52E-08,0.000000175
PMF1,-0.358239392,5.90684174,2.53E-08,0.000000175
SPRY1,0.460931703,4.21268801,2.53E-08,0.000000175
INTS10,0.390550126,5.00670861,2.55E-08,0.000000177
ZNF292,0.350306001,5.749549614,0.000000026,0.00000018
URB1,-0.347220883,6.200928077,0.000000026,0.00000018
RPS6KL1,-0.726574011,2.696528676,2.61E-08,0.000000181
SNRPD3,-0.316015736,6.774706529,2.62E-08,0.000000181
OVOL1,-0.714009753,3.101107004,2.63E-08,0.000000182
CALHM6,1.977933143,0.205113265,2.63E-08,0.000000182
BOLA2B,-0.463389365,4.979884717,2.64E-08,0.000000183
C5orf15,0.369948563,5.412362668,2.66E-08,0.000000184
AURKB,0.340063333,6.014439257,2.68E-08,0.000000185
NLK,0.340560963,5.699954709,2.69E-08,0.000000186
TNIP2,-0.445826617,4.478497369,0.000000027,0.000000187
SLC25A26,0.425820074,5.626904579,2.71E-08,0.000000187
UBP1,-0.304719412,6.789359349,2.72E-08,0.000000188
JAGN1,-0.514882346,3.882344644,2.73E-08,0.000000189
C22orf23,-0.76459212,2.299107475,2.74E-08,0.000000189
MRVI1,0.783572983,2.402115274,2.74E-08,0.00000019
GPANK1,-0.407363046,4.788472571,2.75E-08,0.00000019
CILP2,0.749427978,3.219277629,2.76E-08,0.00000019
ESRP2,-0.378140381,5.113837882,2.76E-08,0.000000191
RAVER1,-0.3460857,6.329200316,2.78E-08,0.000000191
ZCCHC9,-0.513738009,4.152330618,2.78E-08,0.000000191
KPNA2,0.293702239,9.118790805,2.81E-08,0.000000194
TGDS,0.648286575,3.615806077,2.81E-08,0.000000194
JAG2,0.557071582,3.333816677,2.82E-08,0.000000195
E2F4,-0.338667754,5.825466181,2.83E-08,0.000000195
ZNF394,-0.483979391,4.13311189,2.84E-08,0.000000196
MCCC2,-0.326478245,6.164626175,2.86E-08,0.000000197
ATP6V1A,0.349572084,6.168360875,2.88E-08,0.000000198
GPR161,-0.527070962,3.644995555,2.92E-08,0.000000201
TRPV1,-0.616674666,2.982948642,2.92E-08,0.000000201
AKR1C3,1.086567536,1.633916411,3.02E-08,0.000000207
B3GNT3,1.982716943,-0.024004248,3.02E-08,0.000000207
CSDE1,0.297682146,9.1239517,3.02E-08,0.000000207
ARMCX5-GPRASP2,-0.392177859,4.7041939,3.04E-08,0.000000209
ARCN1,0.295656277,7.196260981,3.05E-08,0.00000021
CNMD,-0.365756486,5.27673343,3.06E-08,0.00000021
ARHGAP42,-0.357540451,5.30239512,3.08E-08,0.000000211
TTC33,0.671003533,3.344203306,3.08E-08,0.000000211
ADGRB3,1.672305159,0.070710878,3.08E-08,0.000000212
PTPN5,0.867321268,1.815468031,3.12E-08,0.000000214
RHBDL3,-1.120672986,1.155603775,3.13E-08,0.000000214
RNF216,-0.376733624,5.222522734,3.17E-08,0.000000217
MRPL57,-0.452165303,4.604976284,3.19E-08,0.000000218
CENPB,-0.46971287,5.028410772,3.19E-08,0.000000219
SOX3,-0.414444564,4.900100746,0.000000032,0.000000219
ALMS1,0.353984169,6.036327096,3.21E-08,0.00000022
RPP14,-0.403242868,4.570320822,3.22E-08,0.000000221
AP4B1,-0.55920901,3.352847588,3.23E-08,0.000000221
TEX29,2.63543825,-0.342806945,3.25E-08,0.000000222
DIAPH2,0.406838011,5.093019248,3.27E-08,0.000000224
DTX1,0.976344391,2.138396452,3.29E-08,0.000000225
VPS35,-0.325098612,6.244872179,0.000000033,0.000000226
PTPRA,0.347499181,5.82011554,3.33E-08,0.000000228
TSEN2,-0.547661824,3.544381841,3.33E-08,0.000000228
CEP290,0.427892723,4.427548674,3.34E-08,0.000000229
MRPL32,-0.408404972,5.163140335,3.37E-08,0.00000023
GLI2,-0.427801283,5.329827679,3.38E-08,0.000000231
SEZ6L2,0.372590666,5.935954982,3.39E-08,0.000000232
L3MBTL3,0.482439665,3.959601549,3.42E-08,0.000000234
TMCC1,0.433571843,4.56306727,3.44E-08,0.000000235
TBC1D7,0.413010484,4.865510924,3.45E-08,0.000000236
RLN2,1.105896845,0.969364243,3.48E-08,0.000000237
LIPA,-0.358636336,5.575221451,3.49E-08,0.000000238
SEMA3A,-0.423984171,5.049398825,3.54E-08,0.000000242
PILRA,-0.730808004,2.488543598,3.57E-08,0.000000243
ARL15,0.699845044,3.679443194,3.61E-08,0.000000246
GRHL3,-1.516614831,0.105387447,3.62E-08,0.000000247
ZNF689,-0.540821789,3.766300247,3.63E-08,0.000000248
AC007040.2,-0.979017277,2.22603519,3.65E-08,0.000000249
DLG2,0.752144425,2.339396726,3.74E-08,0.000000255
MED15,-0.368759235,5.605453723,3.75E-08,0.000000255
DPH7,-0.506401653,4.522847751,3.75E-08,0.000000255
MGARP,1.44413376,0.310307576,3.79E-08,0.000000258
LMF2,-0.379628321,4.818638122,3.79E-08,0.000000258
JUP,-0.307482769,7.055733539,0.000000038,0.000000258
FOXN3,0.313269011,7.028499288,3.81E-08,0.000000259
PUS7,-0.3595839,5.563809735,3.82E-08,0.00000026
AKT2,-0.31256808,6.321004925,3.82E-08,0.00000026
HIC2,0.350866105,5.446500257,3.83E-08,0.000000261
SKA3,-0.382797311,5.291306254,3.83E-08,0.000000261
CXCR2,-1.446565697,0.255756784,3.84E-08,0.000000261
ADSL,-0.304301982,6.954140765,3.87E-08,0.000000263
NTF4,1.512683945,0.268460632,0.000000039,0.000000265
NFATC2IP,-0.365621221,5.926963907,0.000000039,0.000000265
TMEM130,1.392510031,1.181401551,3.93E-08,0.000000267
SEMA4C,-0.348628188,6.015827854,3.93E-08,0.000000267
C19orf12,-0.627814095,3.111288089,3.94E-08,0.000000268
AC008687.8,1.604991907,0.020646477,3.97E-08,0.00000027
TRIM37,0.33271224,6.084041721,3.97E-08,0.00000027
HSF1,-0.348072856,5.949429899,3.98E-08,0.00000027
RALB,0.459325524,4.202526448,3.99E-08,0.000000271
LRRC49,0.639385377,3.133327187,4.05E-08,0.000000275
S100A11,-0.418866274,6.489255531,0.000000041,0.000000278
HDAC2,0.31415045,8.037246641,4.14E-08,0.000000281
GPR89A,-0.481248196,3.837542555,4.16E-08,0.000000282
NPHP3-ACAD11,0.379449334,5.013588527,4.18E-08,0.000000283
AC138894.1,-0.463693673,4.04374726,4.18E-08,0.000000283
FGFR1,0.29252866,8.341514524,4.23E-08,0.000000287
AC120114.4,-0.471771659,4.165214343,4.26E-08,0.000000288
DERL1,-0.352584061,5.37945073,4.27E-08,0.000000289
ESAM,-2.199593397,-0.827243709,4.27E-08,0.000000289
CLPTM1L,-0.326801712,6.279368096,0.000000043,0.000000291
CPEB2,-0.638705761,2.736552959,4.32E-08,0.000000292
KRT19,0.343110825,6.676019899,4.38E-08,0.000000296
BRCA1,-0.36699444,5.02831337,4.44E-08,0.0000003
CSMD1,1.392263642,0.690971545,4.52E-08,0.000000305
MRPS2,-0.354989439,5.678838642,4.52E-08,0.000000306
NIPA2,-0.33713448,6.034170191,4.54E-08,0.000000307
MUC19,-1.0406692,1.28327257,4.58E-08,0.000000309
RAPGEF2,-0.329375416,5.881187419,0.000000046,0.00000031
ZDHHC15,-0.742599107,2.293139043,4.61E-08,0.000000312
ADGRG1,-1.249720651,0.585884766,4.62E-08,0.000000312
EFS,-0.624223021,3.687820234,4.64E-08,0.000000313
HPF1,0.492347645,4.115938345,4.66E-08,0.000000315
URGCP,-0.490472069,3.747250722,4.67E-08,0.000000315
BFSP1,-1.159852071,1.590802901,4.68E-08,0.000000316
CCNY,-0.348147199,5.739060331,4.72E-08,0.000000318
CLP1,-0.490857943,4.047350749,4.72E-08,0.000000318
PDIA4,0.280115802,8.297051827,4.72E-08,0.000000318
TOR3A,-0.442638104,4.208056863,4.75E-08,0.00000032
SPATA33,-0.677148087,2.956666023,4.82E-08,0.000000325
TUT7,0.487390648,4.761003196,4.85E-08,0.000000327
IL1RAP,1.039625112,1.831219154,4.95E-08,0.000000333
TMEM54,1.208714123,0.966016762,4.99E-08,0.000000336
FXR2,0.382564659,5.001946308,0.00000005,0.000000336
ZNF439,1.136186083,2.098148471,5.03E-08,0.000000338
DOC2B,-1.420096273,0.531220554,5.03E-08,0.000000338
SLC9A7,0.393640584,4.626321721,5.04E-08,0.000000339
IRS4,-0.598406211,3.183404695,5.04E-08,0.000000339
ZNF445,0.387530753,5.278181622,5.06E-08,0.00000034
NAGK,-0.474727925,4.440675191,5.08E-08,0.000000342
MMEL1,-0.760306585,2.984071324,0.000000051,0.000000343
CYP7B1,-1.465783859,0.26754042,5.11E-08,0.000000343
COCH,0.508544738,3.576266495,5.12E-08,0.000000344
ANKMY1,-0.928366137,2.456907215,5.14E-08,0.000000346
ZNF654,0.592542969,4.004182711,5.15E-08,0.000000346
TTYH3,-0.302052092,7.633516316,5.18E-08,0.000000348
CTRL,-0.72205771,2.675918923,0.000000052,0.000000349
BCAN,-0.709324487,2.525410599,0.000000052,0.000000349
RGL1,-0.871320327,1.74632266,0.000000052,0.000000349
PYM1,-0.42275594,4.863816591,5.21E-08,0.000000349
PRPF19,-0.325006109,6.999403538,5.23E-08,0.000000351
DENND2A,-0.600667312,3.853361096,5.23E-08,0.000000351
OTUD3,0.396859797,4.92013583,5.24E-08,0.000000351
ABCG4,1.589759933,0.119689721,5.25E-08,0.000000352
CIAO3,-0.64515815,3.536996874,5.25E-08,0.000000352
CEBPA,-0.965429131,1.449411957,5.26E-08,0.000000353
VTI1A,-0.492418295,3.773759534,5.29E-08,0.000000355
GAL3ST4,0.799271928,2.113303104,5.33E-08,0.000000357
EPB41L2,0.30801253,7.077354576,5.34E-08,0.000000358
HNRNPL,0.276194196,8.360695173,5.35E-08,0.000000358
ZNF688,-1.247761347,0.915095936,5.38E-08,0.00000036
TNFRSF1B,1.545286894,0.570697074,5.43E-08,0.000000363
